longevity,avg_sales_per_day,avg_days_btwn_sales,median_days_btwn_sales,max_days_btwn_sales,month_revenue_eur,year_revenue_eur,month_average_order_value,year_plat_cntry_aov,csat,cs_tickets_good,cs_tickets_offered,cs_tickets_bad,total_tickets,platform_c44577a5b4c0036fe1ec82c04bfa87c6,market_country_3302c92812d6248fed26ac6bbd255217,market_country_49ea251b719ccdc5894c5a18ace974be,market_country_64f6711e77d2ec8af8ac3292c66d2875,market_country_6b681da4aa6e2f33a5f06ff660ba0e9e,market_country_9a6e56e83f8d0f692203f7b4850f86ff,market_country_c097bb1538327aaf74797d23f6fcef83,status
-1.5044442953510164,-0.06075047477688061,-0.5185645623404889,-0.284631897470346,-0.7313115489998766,-0.36708506189604834,-0.24393197286882215,-0.5992292812937821,-0.744911991857497,-0.20448399334043524,-0.11476492401822001,-0.24363236541885988,-0.12183590058232363,-0.19252017497270146,-0.2870382433583412,-0.086710996952412,-0.17541160386140583,-0.33883425483008095,-0.560112033611204,-0.5162757429146921,1.198483890740145,0
-0.8358854263283425,-0.038980860999895756,-0.5776501891026381,-0.4763286062665125,-0.6597273156458235,1.6653156343689883,0.11167504534144052,-0.24662168274584725,-0.04113017265185823,-0.20448399334043524,-0.11476492401822001,0.21232764807453713,-0.12183590058232363,0.2131040930515438,3.4838563262512396,-0.086710996952412,-0.17541160386140583,-0.33883425483008095,1.7853571071357126,-0.5162757429146921,-0.8343875188697212,0
-0.013255377613200529,-0.1984616270964591,-0.06065095493383292,-0.33691281805111867,-0.11773240596513612,-0.48474467100907614,-0.21002384450634387,-0.7581904130888977,1.005015956947591,-0.20448399334043524,-0.11476492401822001,-0.24363236541885988,-0.12183590058232363,-0.19252017497270146,-0.2870382433583412,-0.086710996952412,-0.17541160386140583,-0.33883425483008095,1.7853571071357126,-0.5162757429146921,-0.8343875188697212,1
1.6732737858061373,0.14300332607961827,-0.6662786292458618,-0.44147465921266404,-0.4961062108365594,0.013753397026119805,0.02197504017859605,-0.3800083740469233,-0.04113017265185823,-0.20448399334043524,-0.11476492401822001,-0.24363236541885988,-0.12183590058232363,-0.19252017497270146,3.4838563262512396,-0.086710996952412,-0.17541160386140583,-0.33883425483008095,1.7853571071357126,-0.5162757429146921,-0.8343875188697212,0
-1.4906879400213318,-0.030175174528306353,-0.7105928493174737,-0.4589016327395883,-0.9358379300114569,0.2563756254729841,-0.1807261001564028,0.10137718843524361,-0.31245848209270727,-0.20448399334043524,-0.11476492401822001,0.21232764807453713,-0.12183590058232363,-0.05731208563128638,-0.2870382433583412,-0.086710996952412,-0.17541160386140583,-0.33883425483008095,1.7853571071357126,-0.5162757429146921,-0.8343875188697212,1
0.43795307720045595,-0.20335367513623095,1.6232894077874183,0.046480599541214335,1.3190654206412147,-0.34220073077329305,-0.28832249461115705,-0.21065762579461053,-0.7930890607102851,-0.20448399334043524,-0.11476492401822001,-0.24363236541885988,-0.12183590058232363,-0.19252017497270146,-0.2870382433583412,-0.086710996952412,-0.17541160386140583,-0.33883425483008095,-0.560112033611204,-0.5162757429146921,1.198483890740145,0
0.31139460816735715,-0.08496611257375142,-0.5185645623404889,-0.4763286062665125,0.9509179348203703,0.3142587435193931,-0.03630893608800649,-0.358363339795728,-0.7930890607102851,-0.20448399334043524,-0.11476492401822001,-0.24363236541885988,-0.12183590058232363,-0.19252017497270146,-0.2870382433583412,-0.086710996952412,-0.17541160386140583,-0.33883425483008095,-0.560112033611204,-0.5162757429146921,1.198483890740145,0
1.4394157452014984,-0.2057996991561169,2.2584598954805215,0.09876152012198702,1.9633235208276922,-0.13717548087059167,-0.07041954753211649,0.5768753016609297,-0.28448425162860147,-0.20448399334043524,-0.11476492401822001,-0.24363236541885988,-0.12183590058232363,-0.19252017497270146,3.4838563262512396,-0.086710996952412,-0.17541160386140583,-0.33883425483008095,1.7853571071357126,-0.5162757429146921,-0.8343875188697212,0
-0.8028701735370993,-0.185253097389075,-0.267450648601355,-0.023227294566482575,-0.5676904441906125,-0.18532125195592264,-0.23858953463807797,0.39194012872282125,0.870492928439772,-0.20448399334043524,-0.11476492401822001,-0.24363236541885988,-0.12183590058232363,-0.19252017497270146,-0.2870382433583412,-0.086710996952412,-0.17541160386140583,-0.33883425483008095,-0.560112033611204,1.9369494184529936,-0.8343875188697212,1
-0.24711341821783955,-0.021124885654728382,-0.6515072225553245,-0.4589016327395883,-0.562577284665323,-0.35058566843422145,0.15327753080592357,-0.24286543681192152,1.243712208618473,-0.20448399334043524,-0.11476492401822001,-0.24363236541885988,-0.12183590058232363,-0.19252017497270146,-0.2870382433583412,-0.086710996952412,-0.17541160386140583,-0.33883425483008095,1.7853571071357126,-0.5162757429146921,-0.8343875188697212,1
-0.01875791974507439,-0.03555642737205541,-0.5628787824121008,-0.4589016327395883,1.6309681516838745,-0.33084049265203513,0.23783758081965556,-0.16702123667438262,-0.3445049740587068,-0.20448399334043524,-0.11476492401822001,-0.24363236541885988,-0.12183590058232363,-0.19252017497270146,-0.2870382433583412,-0.086710996952412,-0.17541160386140583,-0.33883425483008095,-0.560112033611204,1.9369494184529936,-0.8343875188697212,0
-0.10679859385505613,-0.19772781989049332,-0.7253642560080109,-0.44147465921266404,-0.9767432062137729,0.09625036433525426,-0.2684012745029303,-0.10364457628548038,1.005015956947591,-0.20448399334043524,-0.11476492401822001,-0.24363236541885988,-0.12183590058232363,-0.19252017497270146,-0.2870382433583412,-0.086710996952412,-0.17541160386140583,-0.33883425483008095,1.7853571071357126,-0.5162757429146921,-0.8343875188697212,1
-0.9321799136361351,-0.12385789448993789,-0.4299361221972652,-0.31948584452419443,-0.24556139409737374,0.9544893062102823,-0.1211649229133541,0.05150702944069767,0.8931272637922375,-0.20448399334043524,-0.11476492401822001,-0.24363236541885988,-0.12183590058232363,-0.19252017497270146,-0.2870382433583412,-0.086710996952412,-0.17541160386140583,-0.33883425483008095,-0.560112033611204,1.9369494184529936,-0.8343875188697212,0
0.43795307720045595,-0.1607928571902156,-0.11973658169598207,-0.4763286062665125,0.7259389157076321,-0.4655404589469498,-0.22151865329435902,-0.6844241362427983,-0.744911991857497,-0.20448399334043524,-0.11476492401822001,-0.24363236541885988,-0.12183590058232363,-0.19252017497270146,-0.2870382433583412,-0.086710996952412,-0.17541160386140583,-0.33883425483008095,-0.560112033611204,-0.5162757429146921,1.198483890740145,0
-0.1315600334484885,0.012385643417709017,-0.7105928493174737,-0.4763286062665125,-0.39384302033076934,-0.3351682024125143,-0.044735347408218135,-0.183644623005898,-0.892204019473331,-0.20448399334043524,-0.11476492401822001,-0.24363236541885988,-0.12183590058232363,-0.19252017497270146,-0.2870382433583412,-0.086710996952412,-0.17541160386140583,-0.33883425483008095,-0.560112033611204,-0.5162757429146921,1.198483890740145,1
-0.2058443522287856,-0.19699401268452751,1.7710034746927912,1.5974812434374706,1.2781601444388986,-0.331651938232125,-0.23404145311219665,-0.1701381216115418,0.8931272637922375,-0.20448399334043524,-0.11476492401822001,-0.24363236541885988,-0.12183590058232363,-0.19252017497270146,-0.2870382433583412,-0.086710996952412,-0.17541160386140583,-0.33883425483008095,-0.560112033611204,1.9369494184529936,-0.8343875188697212,0
